unidade;ano;mes;setor_centro_custo;media_permanencia_setor
HAC;2024;1;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;11,765151515151516
HAC;2024;1;UTI - ADULTO;29,571428571428573
HAC;2024;2;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2,3181818181818183
HAC;2024;2;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,422818791946309
HAC;2024;2;UTI - ADULTO;19,0
HAC;2024;3;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,4768211920529803
HAC;2024;3;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;11,850340136054422
HAC;2024;3;UTI - ADULTO;33,166666666666664
HAC;2024;4;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,880281690140845
HAC;2024;4;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;7,676470588235294
HAC;2024;4;UTI - ADULTO;6,222222222222222
HAC;2024;5;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,8444444444444446
HAC;2024;5;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,654545454545454
HAC;2024;5;UTI - ADULTO;18,9
HAC;2024;6;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,579710144927536
HAC;2024;6;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,814814814814815
HAC;2024;6;UTI - ADULTO;18,0
HAC;2024;7;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,6611570247933884
HAC;2024;7;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;11,120253164556962
HAC;2024;7;UTI - ADULTO;14,0
HAC;2024;8;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2,925373134328358
HAC;2024;8;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,60919540229885
HAC;2024;8;UTI - ADULTO;13,666666666666666
HAC;2024;9;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,2253521126760565
HAC;2024;9;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;10,262773722627736
HAC;2024;9;UTI - ADULTO;18,0
HAC;2024;10;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,537974683544304
HAC;2024;10;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,71069182389937
HAC;2024;10;UTI - ADULTO;17,833333333333332
HAC;2024;11;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,44
HAC;2024;11;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,975609756097562
HAC;2024;11;UTI - ADULTO;16,0
HAC;2024;12;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,0638297872340425
HAC;2024;12;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,375
HAC;2024;12;UTI - ADULTO;17,5
HAC;2025;1;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,480916030534351
HAC;2025;1;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,977401129943503
HAC;2025;1;UTI - ADULTO;30,333333333333332
HAC;2025;2;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,4954128440366974
HAC;2025;2;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,756410256410257
HAC;2025;2;UTI - ADULTO;7,625
HAC;2025;3;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;5,932773109243698
HAC;2025;3;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,207070707070708
HAC;2025;3;UTI - ADULTO;11,2
HAC;2025;4;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,553956834532374
HAC;2025;4;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,1
HAC;2025;4;UTI - ADULTO;22,714285714285715
HAC;2025;5;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,7295081967213113
HAC;2025;5;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,421052631578947
HAC;2025;5;UTI - ADULTO;22,642857142857142
HAC;2025;6;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,327868852459017
HAC;2025;6;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,727272727272727
HAC;2025;6;UTI - ADULTO;13,0
HAC;2025;7;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,693069306930693
HAC;2025;7;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,44392523364486
HAC;2025;7;UTI - ADULTO;25,375
HAC;2025;8;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;5,223140495867769
HAC;2025;8;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,335260115606937
HAC;2025;8;UTI - ADULTO;19,833333333333332
HAC;2025;9;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;5,113207547169812
HAC;2025;9;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,441025641025641
HAC;2025;9;UTI - ADULTO;12,375
HAC;2025;10;CTI ADULTO;20,428571428571427
HAC;2025;10;UDC - OBSERVAÇÃO;1,25
HAC;2025;10;UNIDADE DE INTERNAÇÃO - CLÍNICA CIRÚRGICA;6,064516129032258
HAC;2025;10;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;10,305785123966942
HAC;2025;10;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;7,074074074074074
HAC;2025;10;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,790123456790123
HAC;2025;10;UTI - ADULTO;13,4
HAC;2025;11;CTI ADULTO;14,166666666666666
HAC;2025;11;UDC - OBSERVAÇÃO;2,5925925925925926
HAC;2025;11;UNIDADE DE INTERNAÇÃO - CLÍNICA CIRÚRGICA;6,083333333333333
HAC;2025;11;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;9,114285714285714
HAC;2025;12;CTI ADULTO;27,571428571428573
HAC;2025;12;UDC - OBSERVAÇÃO;4,833333333333333
HAC;2025;12;UNIDADE DE INTERNAÇÃO - CLÍNICA CIRÚRGICA;4,828828828828829
HAC;2025;12;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;9,826347305389222
HAC;2026;1;CTI ADULTO;17,866666666666667
HAC;2026;1;UDC - OBSERVAÇÃO;17,166666666666668
HAC;2026;1;UNIDADE DE INTERNAÇÃO - CLÍNICA CIRÚRGICA;5,864583333333333
HAC;2026;1;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;9,505882352941176
HAC;2026;2;CTI ADULTO;13,0
HAC;2026;2;UDC - OBSERVAÇÃO;4,25
HAC;2026;2;UNIDADE DE INTERNAÇÃO - CLÍNICA CIRÚRGICA;4,987179487179487
HAC;2026;2;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;9,18125
HAC;2026;3;CTI ADULTO;17,09090909090909
HAC;2026;3;UDC - OBSERVAÇÃO;7,16
HAC;2026;3;UNIDADE DE INTERNAÇÃO - CLÍNICA CIRÚRGICA;4,088709677419355
HAC;2026;3;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;8,404761904761905
HCM;2019;1;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;1,2692307692307692
HCM;2019;1;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;1127,0
HCM;2019;2;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;1,605263157894737
HCM;2019;2;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;81,0
HCM;2019;3;BLOCO CIRURGICO;1,0
HCM;2019;3;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;1,88
HCM;2019;3;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;202,0
HCM;2019;4;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;1,52
HCM;2019;4;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;161,0
HCM;2019;5;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;1,1304347826086956
HCM;2019;5;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;125,2
HCM;2019;6;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;1,1363636363636365
HCM;2019;6;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;264,5
HCM;2019;7;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;1,564102564102564
HCM;2019;7;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;552,1111111111111
HCM;2019;8;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;1,3137254901960784
HCM;2019;8;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;89,0
HCM;2019;9;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;1,3529411764705883
HCM;2019;10;BLOCO CIRURGICO;0,5
HCM;2019;10;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;1,2741935483870968
HCM;2019;10;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;139,5
HCM;2019;11;BLOCO CIRURGICO;1,0
HCM;2019;11;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;1,0
HCM;2019;11;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;407,0
HCM;2019;12;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;1,2142857142857142
HCM;2019;12;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;755,0
HCM;2020;1;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;1,290909090909091
HCM;2020;1;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;187,0
HCM;2020;2;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;1,3529411764705883
HCM;2020;2;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;534,0
HCM;2020;3;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;159,71428571428572
HCM;2020;4;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;515,0
HCM;2020;5;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;131,6
HCM;2020;6;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;77,5
HCM;2020;7;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;112,16666666666667
HCM;2020;8;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;190,45454545454547
HCM;2020;9;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;351,5
HCM;2020;10;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;308,6
HCM;2020;11;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;136,8181818181818
HCM;2020;12;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;554,5
HCM;2021;1;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;72,0
HCM;2021;2;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;114,6
HCM;2021;3;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;128,0
HCM;2021;4;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;628,8333333333334
HCM;2021;5;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;178,3
HCM;2021;6;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;27,5
HCM;2021;6;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;78,0
HCM;2021;7;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;104,85714285714286
HCM;2021;8;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;78,42857142857143
HCM;2021;9;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;50,0
HCM;2021;10;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;287,75
HCM;2021;11;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;150,8
HCM;2021;12;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;197,57142857142858
HCM;2022;1;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;1499,75
HCM;2022;2;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;218,75
HCM;2022;3;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;113,57142857142857
HCM;2022;4;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;127,75
HCM;2022;5;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;131,71428571428572
HCM;2022;6;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;125,66666666666667
HCM;2022;6;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;106,0
HCM;2022;7;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;91,5
HCM;2022;8;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;128,33333333333334
HCM;2022;9;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;134,16666666666666
HCM;2022;10;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;66,0
HCM;2022;11;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;223,0
HCM;2022;12;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;238,2
HCM;2023;1;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;80,75
HCM;2023;2;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;297,0
HCM;2023;3;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;243,0
HCM;2023;4;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;568,0
HCM;2023;5;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;492,5
HCM;2023;6;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;210,8
HCM;2023;7;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;256,0
HCM;2023;8;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;219,0
HCM;2023;9;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;310,0
HCM;2023;10;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;168,0
HCM;2023;11;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;50,125
HCM;2023;12;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;237,75
HCM;2024;1;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;101,66666666666667
HCM;2024;2;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;79,57142857142857
HCM;2024;3;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;161,82608695652175
HCM;2024;4;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;7,666666666666667
HCM;2024;5;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;43,53333333333333
HCM;2024;6;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;17,23076923076923
HCM;2024;7;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;169,5
HCM;2024;8;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;290,3333333333333
HCM;2024;9;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;211,0
HCM;2024;10;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;62,5
HCM;2024;11;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;699,0
HCM;2024;12;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;88,7
HCM;2025;1;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;96,5
HCM;2025;2;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;47,8
HCM;2025;3;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;95,85714285714286
HCM;2025;4;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;107,7
HCM;2025;5;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;291,5
HCM;2025;6;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;98,71428571428571
HCM;2025;7;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;183,66666666666666
HCM;2025;8;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;44,666666666666664
HCM;2025;9;BLOCO CIRURGICO;1,0
HCM;2025;9;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;393,54545454545456
HCM;2025;9;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;1,0
HCM;2025;10;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;44,666666666666664
HCM;2025;10;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;1,0
HCM;2025;11;BLOCO CIRURGICO;1,0
HCM;2025;11;UCC - ALA C;0,8
HCM;2025;11;UICP - ALA A;66,0
HCM;2025;11;UICP - ALA B;12,0
HCM;2025;11;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;251,8
HCM;2025;11;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;0,875
HCM;2025;12;UCC - ALA C;1,6666666666666667
HCM;2025;12;UICP - ALA A;37,0
HCM;2025;12;UICP - ALA B;97,0
HCM;2025;12;UICP - ALA C;271,0
HCM;2026;1;UCC - ALA C;1,25
HCM;2026;1;UICP - ALA A;22,666666666666668
HCM;2026;1;UICP - ALA B;50,0
HCM;2026;2;UCC - ALA C;1,8387096774193548
HCM;2026;2;UICP - ALA A;194,0
HCM;2026;2;UICP - ALA B;671,3333333333334
HCM;2026;3;UCC - ALA C;1,5121951219512195
HCM;2026;3;UICP - ALA A;26,75
HCM;2026;3;UICP - ALA B;421,75
HEM;2019;1;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;19,546511627906977
HEM;2019;1;UTI;15,6
HEM;2019;2;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;15,177570093457945
HEM;2019;2;UTI;27,181818181818183
HEM;2019;3;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;14,614754098360656
HEM;2019;3;UTI;14,666666666666666
HEM;2019;4;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;11,112994350282486
HEM;2019;4;UTI;8,272727272727273
HEM;2019;5;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;10,552631578947368
HEM;2019;5;UTI;9,363636363636363
HEM;2019;6;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;11,685185185185185
HEM;2019;6;UTI;15,0
HEM;2019;7;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;15,269565217391305
HEM;2019;7;UTI;21,77777777777778
HEM;2019;8;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;17,47747747747748
HEM;2019;8;UTI;14,555555555555555
HEM;2019;9;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;17,57843137254902
HEM;2019;9;UTI;15,923076923076923
HEM;2019;10;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;17,858490566037737
HEM;2019;10;UTI;13,222222222222221
HEM;2019;11;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;20,153846153846153
HEM;2019;11;UTI;22,5
HEM;2019;12;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;15,087719298245615
HEM;2019;12;UTI;18,533333333333335
HEM;2020;1;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;17,340425531914892
HEM;2020;1;UTI;13,523809523809524
HEM;2020;2;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;17,13684210526316
HEM;2020;2;UTI;12,777777777777779
HEM;2020;3;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;14,456896551724139
HEM;2020;3;UTI;7,25
HEM;2020;4;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;6,140845070422535
HEM;2020;4;UTI;8,5
HEM;2020;5;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;7,226415094339623
HEM;2020;5;UTI;8,75
HEM;2020;6;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;7,950354609929078
HEM;2020;6;UTI;9,512195121951219
HEM;2020;7;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;8,193069306930694
HEM;2020;7;UTI;11,690909090909091
HEM;2020;8;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;7,845588235294118
HEM;2020;8;UTI;12,076923076923077
HEM;2020;9;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;12,757009345794392
HEM;2020;9;UTI;12,055555555555555
HEM;2020;10;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;10,054263565891473
HEM;2020;10;UTI;11,08
HEM;2020;11;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;11,346153846153847
HEM;2020;11;UTI;12,75
HEM;2020;12;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;10,680232558139535
HEM;2020;12;UTI;8,442622950819672
HEM;2021;1;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;8,914110429447852
HEM;2021;1;UTI;11,55813953488372
HEM;2021;2;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;9,535433070866143
HEM;2021;2;UTI;14,772727272727273
HEM;2021;3;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;8,916666666666666
HEM;2021;3;UTI;11,523076923076923
HEM;2021;4;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;8,251231527093596
HEM;2021;4;UTI;12,396825396825397
HEM;2021;5;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;8,41747572815534
HEM;2021;5;UTI;16,82857142857143
HEM;2021;6;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;8,754601226993865
HEM;2021;6;UTI;19,107142857142858
HEM;2021;7;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;10,785276073619633
HEM;2021;7;UTI;15,5
HEM;2021;8;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;13,583892617449665
HEM;2021;8;UTI;1,0
HEM;2021;8;UTI - ADULTO;12,055555555555555
HEM;2021;9;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;11,672
HEM;2021;9;UTI - ADULTO;13,11111111111111
HEM;2021;10;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;11,015151515151516
HEM;2021;10;UTI - ADULTO;22,125
HEM;2021;11;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;13,701986754966887
HEM;2021;11;UTI - ADULTO;11,105263157894736
HEM;2021;12;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;12,1875
HEM;2021;12;UTI - ADULTO;19,238095238095237
HEM;2022;1;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;8,733333333333333
HEM;2022;1;UTI - ADULTO;16,76
HEM;2022;2;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;16,85593220338983
HEM;2022;2;UTI - ADULTO;14,714285714285714
HEM;2022;3;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;16,183673469387756
HEM;2022;3;UTI - ADULTO;14,904761904761905
HEM;2022;4;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;14,904761904761905
HEM;2022;4;UTI - ADULTO;13,0
HEM;2022;5;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;12,488188976377952
HEM;2022;5;UTI - ADULTO;9,789473684210526
HEM;2022;6;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;12,82716049382716
HEM;2022;6;UTI - ADULTO;14,666666666666666
HEM;2022;7;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;11,73793103448276
HEM;2022;7;UTI - ADULTO;10,444444444444445
HEM;2022;8;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;13,355072463768115
HEM;2022;8;UTI - ADULTO;8,363636363636363
HEM;2022;9;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;14,051136363636363
HEM;2022;9;UTI - ADULTO;10,75
HEM;2022;10;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;12,210191082802547
HEM;2022;10;UTI - ADULTO;2,75
