unidade;ano;mes;setor_centro_custo;media_permanencia_setor
CHPB;2026;2;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;29,789473684210527
CHPB;2026;3;LAR INCLUSIVO B/CHPB/CHB;480,0
CHPB;2026;3;UIP-FEMININA/CHPB/CHB;19,0
CHPB;2026;3;UIP-MASCULINA/CHPB/CHB;36,8235294117647
CHPB;2026;3;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;24,392857142857142
CSPD;2019;1;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;7,454545454545454
CSPD;2019;2;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;7,590909090909091
CSPD;2019;3;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;10,076923076923077
CSPD;2019;4;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;10,894736842105264
CSPD;2019;5;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;12,38888888888889
CSPD;2019;6;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,081632653061224
CSPD;2019;7;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;10,285714285714286
CSPD;2019;8;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;10,702702702702704
CSPD;2019;9;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;41,526315789473685
CSPD;2019;10;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;13,0
CSPD;2019;11;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;12,333333333333334
CSPD;2019;12;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,821428571428571
CSPD;2020;1;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;14,266666666666667
CSPD;2020;2;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,148936170212766
CSPD;2020;3;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,235294117647058
CSPD;2020;4;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;16,0
CSPD;2020;5;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,35
CSPD;2020;6;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;10,391304347826088
CSPD;2020;7;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;18,647058823529413
CSPD;2020;8;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;10,083333333333334
CSPD;2020;9;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;11,161290322580646
CSPD;2020;10;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,733333333333333
CSPD;2020;11;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;12,666666666666666
CSPD;2020;12;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;12,96875
CSPD;2021;1;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;7,2
CSPD;2021;2;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,571428571428571
CSPD;2021;3;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;10,96
CSPD;2021;4;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,228571428571428
CSPD;2021;5;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;10,4
CSPD;2021;6;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;7,914285714285715
CSPD;2021;7;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,5
CSPD;2021;8;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;11,875
CSPD;2021;9;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;14,4
CSPD;2021;10;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,0
CSPD;2021;11;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,05
CSPD;2021;12;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,61111111111111
